2023,11,177.0,8,Bread
2023,11,52.43,13,"Amys Lentil Kale"
2023,11,26.96,4,"Baby Spinich Package"
2023,11,20.47,3,"Grapefruit Juice"
2023,11,8.47,3,Milk
2023,11,6.98,2,"Pacific Mushroom Soup"
2023,11,5.94,5,Avacado
2023,11,4.58,2,Fettucini
2023,11,4.49,2,"Spinach Bunch"
2023,11,4.0,2,"Red Bell Pepper"
2023,11,3.98,2,"Green Onions"
2023,11,3.0,2,Corn
2023,11,2.5,2,Limes
2023,12,206.85,15,"Butter Wine"
2023,12,206.24,16,"Petite Sarah"
2023,12,138.94,10,Bread
2023,12,138.68,34,"Amys Lentil Kale"
2023,12,123.97,5,"Cliff Bars"
2023,12,53.97,3,"Olive Oil"
2023,12,46.94,6,"Grapefruit Juice"
2023,12,35.95,5,"Baby Spinich Package"
2023,12,29.98,2,"Tika Misala"
2023,12,25.96,4,Perier
2023,12,24.97,3,"Macaroni Salad"
2023,12,23.97,3,"Pumkin Seeds"
2023,12,22.65,5,Milk
2023,12,19.93,2,Turkey
2023,12,16.98,2,"Orange Juice"
2023,12,16.98,2,Cars
2023,12,16.88,3,"Tomatoes on the Vine"
2023,12,15.98,2,Yogurt
2023,12,14.97,3,"Sunflower Seeds"
2023,12,12.98,2,Eggs
2023,12,12.71,2,Chicken
2023,12,12.56,2,Oranges
2023,12,11.62,2,"Whipping Cream"
2023,12,10.99,2,"Cherub Tomatoes"
2023,12,10.98,8,Avacado
2023,12,10.15,3,Broccoli
2023,12,9.98,2,"Rotiserie Chicken"
2023,12,9.57,2,"Chicken Broth"
2023,12,9.29,3,Celery
2023,12,8.99,3,Corn
2023,12,8.98,2,"Indian Sauce"
2023,12,8.84,7,Garlic
2023,12,7.58,2,"Stoufers Spinich Soufle"
2023,12,7.58,2,"Mac and Cheese"
2023,12,7.5,3,"Spinach Bunch"
2023,12,7.5,5,"Green Bell Pepper"
2023,12,6.98,2,"Mushroom Soup"
2023,12,6.76,3,"Green Onions"
2023,12,6.28,2,"Carrots Bunch Org"
2023,12,5.0,2,Coke
2023,12,5.0,2,7-Up
2023,12,3.4,2,"Red Onion"
2023,12,3.0,2,"Black Beans"
2024,1,114.41,28,"Amys Lentil Kale"
2024,1,112.45,7,Bread
2024,1,99.9,10,Blueberries
2024,1,90.23,7,"Petite Sarah"
2024,1,61.92,8,"Grapefruit Juice"
2024,1,51.98,2,"Cliff Bars"
2024,1,38.94,5,"Baby Spinich Package"
2024,1,32.38,2,"Beecher's Mac & Cheese"
2024,1,29.53,3,Turkey
2024,1,17.98,2,Sausage
2024,1,17.36,11,Avacado
2024,1,15.98,2,"Pumkin Seeds"
2024,1,14.98,2,"Orange Juice"
2024,1,14.66,3,Apples
2024,1,13.96,4,"Carrots Bunch Org"
2024,1,12.99,3,"Tomatoes on the Vine"
2024,1,10.87,3,Milk
2024,1,9.98,2,"Sunflower Seeds"
2024,1,9.98,2,"Rotiserie Chicken"
2024,1,9.98,2,Hummus
2024,1,8.98,2,"Staufer's Spinich Souffle"
2024,1,8.75,5,Garlic
2024,1,7.65,2,Broccoli
2024,1,7.2,2,Potatoes
2024,1,6.35,2,Oranges
2024,1,6.02,4,"Green Bell Pepper"
2024,1,6.0,2,"Red Bell Pepper"
2024,1,6.0,4,Corn
2024,1,5.97,2,Celery
2024,1,5.88,4,"Green Onions"
2024,1,5.0,2,"Spinach Bunch"
2024,1,3.38,2,Lemon
2024,2,181.74,11,Bread
2024,2,93.9,10,Blueberries
2024,2,87.78,22,"Amys Lentil Kale"
2024,2,63.21,5,Chicken
2024,2,51.98,2,"Cliff Bars"
2024,2,50.94,6,"Grapefruit Juice"
2024,2,42.98,2,"Olive Oil"
2024,2,40.95,5,"Baby Spinich Package"
2024,2,28.46,4,Sausage
2024,2,25.47,3,"Orange Juice"
2024,2,23.98,2,"Gruyere Cheese"
2024,2,19.98,2,"Macaroni Salad"
2024,2,16.36,4,Milk
2024,2,15.98,2,"Pumkin Seeds"
2024,2,15.98,2,"Cherry Tomatoes"
2024,2,15.7,3,Broccoli
2024,2,13.98,2,Eggs
2024,2,12.96,10,Avacado
2024,2,12.5,5,"Spinach Bunch"
2024,2,12.28,2,"Whipping Cream"
2024,2,11.55,3,Celery
2024,2,11.18,2,Cauliflower
2024,2,9.46,2,"Tomatoes on the Vine"
2024,2,9.28,2,"Cottage Cheese"
2024,2,9.0,6,Corn
2024,2,7.98,2,Leeks
2024,2,7.88,2,"Alfredo Sauce"
2024,2,7.5,3,"Red Bell Pepper"
2024,2,7.5,6,Garlic
2024,2,6.06,2,"Onion Soup Mix"
2024,2,5.98,2,"Artichoke Hearts"
2024,2,5.6,3,Onions
2024,2,5.58,2,"Evaporated Milk"
2024,2,4.29,3,"Green Bell Pepper"
2024,2,4.0,2,"Green Onions"
2024,2,2.5,2,Cilantro
2024,3,117.87,12,Blueberries
2024,3,99.26,17,"Amys Lentil Kale"
2024,3,79.75,5,Bread
2024,3,67.97,3,"Cliff Bars"
2024,3,50.94,6,"Grapefruit Juice"
2024,3,49.98,2,"Olive Oil"
2024,3,46.24,5,Sausage
2024,3,27.96,4,"Baby Spinich Package"
2024,3,23.96,4,"Butter Chicken Sauce"
2024,3,16.87,2,Pasta
2024,3,15.98,2,"Pumkin Seeds"
2024,3,15.98,2,"Cherry Tomatoes"
2024,3,14.97,2,Hummus
2024,3,14.36,4,Milk
2024,3,13.98,2,"Gruyere Cheese"
2024,3,13.75,5,Avacado
2024,3,13.48,2,Turkey
2024,3,13.28,2,Eggs
2024,3,11.98,2,Corn
2024,3,11.98,2,Butter
2024,3,11.07,3,Onions
2024,3,11.0,4,"Green Onions"
2024,3,10.98,3,"Spinach Bunch"
2024,3,9.98,2,"Sunflower Seeds"
2024,3,9.29,2,Broccoli
2024,3,8.79,4,"Red Bell Pepper"
2024,3,8.35,2,Celery
2024,3,8.04,2,Cauliflower
2024,3,7.98,2,"Navel Oranges"
2024,3,7.98,2,"Alfredo Sauce"
2024,3,6.98,2,"Carrots Bulk"
2024,3,6.88,2,"Bread Crumbs"
2024,3,6.38,3,Lemon
2024,3,6.25,5,Garlic
2024,3,6.08,4,Cilantro
2024,3,5.01,3,"Green Bell Pepper"
2024,3,4.98,2,"Butter Milk"
2024,4,114.76,5,"Amys Lentil Kale"
2024,4,96.96,2,"Cliff Bars"
2024,4,90.35,6,Bread
2024,4,79.92,2,Blueberries
2024,4,58.93,5,"Grapefruit Juice"
2024,4,34.95,5,"Baby Spinich Package"
2024,4,33.43,5,Sausage
2024,4,26.69,2,Chicken
2024,4,23.97,3,"Cherry Tomatoes"
2024,4,23.5,5,Avacado
2024,4,20.09,2,"Ground Beef"
2024,4,15.96,4,Milk
2024,4,14.98,2,Mayonaise
2024,4,14.97,2,Hummus
2024,4,13.98,2,"Orange Juice"
2024,4,12.78,2,Butter
2024,4,11.22,3,Celery
2024,4,10.78,3,Garlic
2024,4,10.18,2,Asparagus
2024,4,10.01,2,"Tomatoes on the Vine"
2024,4,9.21,2,Oranges
2024,4,9.11,2,Broccoli
2024,4,9.08,2,"Cottage Cheese"
2024,4,8.49,2,Corn
2024,4,7.86,2,Pasta
2024,4,7.84,2,Cauliflower
2024,4,7.5,2,"Spinach Bunch"
2024,4,7.5,2,Lemon
2024,4,7.48,2,Tortillas
2024,4,7.0,2,"Red Bell Pepper"
2024,4,6.98,2,"Whipping Cream"
2024,4,6.98,2,"Carrots Bulk"
2024,4,6.27,2,Potatoes
2024,4,6.19,2,Yeast
2024,4,5.98,2,Dill
2024,4,5.88,2,"Green Onions"
2024,4,5.88,3,Cilantro
2024,4,5.77,2,Onions
2024,4,5.63,2,Mushrooms
2024,4,4.98,2,"Butter Milk"
2024,4,4.59,2,"Green Bell Pepper"
2024,5,129.76,5,"Amys Lentil Kale"
2024,5,110.85,9,Blueberries
2024,5,101.53,7,Bread
2024,5,68.93,6,Sausage
2024,5,57.24,5,"Grapefruit Juice"
2024,5,32.95,4,"Baby Spinich Package"
2024,5,30.93,7,Avacado
2024,5,27.39,2,"Shrimp Coctail"
2024,5,27.2,2,Chicken
2024,5,23.97,3,"Pumkin Seeds"
2024,5,23.56,2,"Mac & Cheese"
2024,5,21.97,3,"Cherry Tomatoes"
2024,5,21.48,2,"Mixed Nuts"
2024,5,20.26,3,"Spaghetti Sauce"
2024,5,19.85,2,"Meat Loaf"
2024,5,16.56,2,"Spinach Souffle"
2024,5,15.97,3,"Sunflower Seeds"
2024,5,15.48,2,Cereal
2024,5,14.96,3,Pasta
2024,5,12.08,2,Butter
2024,5,11.66,4,Milk
2024,5,11.46,2,"Pasta Salad"
2024,5,10.98,2,Eggs
2024,5,9.16,2,"Garbonzo Beans"
2024,5,8.98,2,Chocolate
2024,5,8.79,3,"Red Bell Pepper"
2024,5,7.5,2,"Spinach Bunch"
2024,5,6.98,2,"Carrots Bulk"
2024,5,5.36,3,"Green Onions"
2024,5,5.01,2,"Green Bell Pepper"
2024,5,4.5,2,Corn
2024,5,4.46,2,Garlic
2024,6,560.08,4,"Salad Dressing"
2024,6,169.09,5,"Cliff Bars"
2024,6,140.01,5,"Amys Lentil Kale"
2024,6,107.66,9,Bread
2024,6,80.97,2,"Olive Oil"
2024,6,77.8,6,"Grapefruit Juice"
2024,6,49.92,2,Blueberries
2024,6,47.23,5,Sausage
2024,6,32.95,5,"Baby Spinich Package"
2024,6,31.16,4,"Indian Sauce"
2024,6,29.58,2,"Tika Misala"
2024,6,29.08,2,"Cheddar Cheese"
2024,6,27.86,7,Avacado
2024,6,26.97,3,"Spaghetti Sauce"
2024,6,19.97,2,Mustard
2024,6,16.17,4,"Potato Chips"
2024,6,15.99,4,Asparagus
2024,6,14.98,2,Cantalope
2024,6,14.76,4,Milk
2024,6,13.89,3,Pasta
2024,6,13.22,3,"Tomatoes on the Vine"
2024,6,11.16,3,Celery
2024,6,10.98,2,"Cherry Tomatoes"
2024,6,10.36,4,"Green Onions"
2024,6,9.92,3,Broccoli
2024,6,9.46,3,Onions
2024,6,9.18,2,"Cottage Cheese"
2024,6,7.4,3,Corn
2024,6,7.0,3,Garlic
2024,6,6.98,2,"Carrots Bulk"
2024,6,6.85,2,"Green Bell Pepper"
2024,6,6.5,2,"Red Bell Pepper"
2024,6,5.97,2,Potatoes
2024,7,119.66,5,"Amys Lentil Kale"
2024,7,77.79,6,Bread
2024,7,59.23,5,"Grapefruit Juice"
2024,7,32.99,6,Avacado
2024,7,29.96,4,"Baby Spinich Package"
2024,7,24.57,2,"Spaghetti Sauce"
2024,7,20.67,3,Milk
2024,7,20.07,3,"Meat Loaf"
2024,7,19.96,3,Sausage
2024,7,15.98,2,Watermelon
2024,7,15.94,3,"Spinach Bunch"
2024,7,14.58,2,"Orange Juice"
2024,7,13.98,2,"Cherry Tomatoes"
2024,7,13.92,2,Broccoli
2024,7,12.87,3,"Salad Dressing"
2024,7,11.98,2,"Peanut Butter"
2024,7,11.9,3,Corn
2024,7,11.0,3,"Red Bell Pepper"
2024,7,10.32,3,Cantalope
2024,7,9.98,2,Hummus
2024,7,8.85,2,"Tomatoes on the Vine"
2024,7,8.65,3,"Green Bell Pepper"
2024,7,8.12,3,Celery
2024,7,8.03,3,Onions
2024,7,7.98,2,"Spice:  Cajun"
2024,7,6.97,2,Potatoes
2024,7,6.93,3,Garlic
2024,7,5.36,2,"Green Onions"
2024,7,4.69,2,"Tortilla Chips"
2024,8,170.28,11,Bread
2024,8,139.72,5,"Amys Lentil Kale"
2024,8,116.93,3,"Cliff Bars"
2024,8,69.22,6,"Grapefruit Juice"
2024,8,66.92,3,Blueberries
2024,8,57.14,6,Sausage
2024,8,46.89,9,Avacado
2024,8,45.65,4,Cheese
2024,8,43.94,5,"Baby Spinich Package"
2024,8,23.96,4,"Cherry Tomatoes"
2024,8,21.98,2,"Deli Sandwiches"
2024,8,13.83,2,"Salad Dressing"
2024,8,13.79,2,"Tomatoes on the Vine"
2024,8,13.56,4,Milk
2024,8,13.3,2,"Deli Salad"
2024,8,12.8,2,"Ground Beef"
2024,8,11.88,2,Watermelon
2024,8,11.71,2,Asparagus
2024,8,11.1,2,Seeds
2024,8,10.98,2,"Cottage Cheese"
2024,8,10.97,3,"Carrots Bulk"
2024,8,9.58,2,"Cream Cheese"
2024,8,7.27,3,"Green Bell Pepper"
2024,8,7.18,2,Tortillas
2024,8,4.98,2,Lemon
2024,8,4.98,2,Corn
2024,8,4.77,3,Cilantro
2024,8,3.84,3,Onions
2024,9,195.69,10,Bread
2024,9,104.84,5,"Amys Lentil Kale"
2024,9,78.3,4,"Grapefruit Juice"
2024,9,50.3,5,Cheese
2024,9,47.95,4,Pasta
2024,9,45.06,4,Sausage
2024,9,39.78,2,Salmon
2024,9,36.95,5,"Baby Spinich Package"
2024,9,34.96,3,"Pasta Sauce"
2024,9,34.65,4,"Salad Dressing"
2024,9,33.0,5,"Deli Salad"
2024,9,31.98,3,Hamberger
2024,9,22.84,3,Cantalope
2024,9,17.0,4,Avacado
2024,9,16.97,3,"Cherry Tomatoes"
2024,9,16.06,3,"Tomatoes on the Vine"
2024,9,13.98,2,"Spaghetti Sauce"
2024,9,12.96,3,Broccoli
2024,9,12.38,2,"Mary's Crackers"
2024,9,12.38,2,Crackers
2024,9,11.98,2,Watermelon
2024,9,11.63,2,Cauliflower
2024,9,10.25,3,Milk
2024,9,8.1,3,Celery
2024,9,8.0,2,"Red Bell Pepper"
2024,9,6.25,2,Corn
2024,9,6.14,2,Potatoes
2024,9,5.58,2,Onions
2024,9,5.0,2,"Spinach Bunch"
2024,9,3.44,2,Garlic
2024,9,3.38,2,Cilantro
2024,10,211.86,8,Bread
2024,10,91.78,4,"Amys Lentil Kale"
2024,10,75.16,2,"Cliff Bars"
2024,10,57.52,5,"Grapefruit Juice"
2024,10,50.97,2,Wine
2024,10,48.1,7,Sausage
2024,10,43.35,5,"Salad Dressing"
2024,10,38.45,5,"Baby Spinich Package"
2024,10,31.29,3,Cheese
2024,10,26.19,3,Mushrooms
2024,10,19.46,3,Chocolate
2024,10,16.96,4,Avacado
2024,10,16.75,3,Seeds
2024,10,12.92,2,Cauliflower
2024,10,12.47,3,"Spinach Bunch"
2024,10,12.28,2,Eggs
2024,10,11.2,2,Broccoli
2024,10,9.66,3,Milk
2024,10,9.18,2,"BBQ Sauce"
2024,10,8.98,3,Corn
2024,10,8.68,2,"Butter Milk"
2024,10,8.11,2,Pasta
2024,10,7.36,2,Celery
2024,10,7.2,2,Potatoes
2024,10,6.96,2,"Green Onions"
2024,10,6.37,2,Onions
2024,10,4.77,3,Garlic
2024,10,3.79,2,Lemons
2024,11,121.3,6,Bread
2024,11,83.82,4,"Amys Lentil Kale"
2024,11,80.94,2,Wine
2024,11,66.49,5,Cheese
2024,11,59.59,7,Pasta
2024,11,57.93,2,Blueberries
2024,11,42.78,2,"Cliff Bars"
2024,11,37.25,4,Sausage
2024,11,32.94,4,"Pasta Sauce"
2024,11,29.96,4,"Baby Spinich Package"
2024,11,26.83,2,Chicken
2024,11,25.47,3,"Grapefruit Juice"
2024,11,23.22,5,Avacado
2024,11,19.97,2,"Chicken Stock"
2024,11,18.97,3,"Cherry Tomatoes"
2024,11,15.96,2,Broccoli
2024,11,15.76,3,Milk
2024,11,14.97,2,Hummus
2024,11,9.98,2,"Spinach Bunch"
2024,11,9.53,2,Asparagus
2024,11,7.81,2,Potatoes
2024,11,7.58,2,"Mushroom Soup"
2024,11,6.68,3,Onions
2024,11,6.5,2,"Red Bell Pepper"
2024,11,6.36,2,Lemons
2024,11,5.38,2,"Green Bell Pepper"
2024,11,5.07,2,Corn
2024,11,4.47,2,"Green Onions"
2024,11,4.18,2,Cilantro
2024,11,3.83,2,"Spice: Curry Powder"
2024,12,197.3,8,Bread
2024,12,102.88,4,"Amys Lentil Kale"
2024,12,95.55,3,"Cliff Bars"
2024,12,62.51,6,"Grapefruit Juice"
2024,12,46.57,5,Sausage
2024,12,41.44,6,"Baby Spinich Package"
2024,12,34.47,7,Avacado
2024,12,33.74,4,"Salad Dressing"
2024,12,29.96,4,"Cherry Tomatoes"
2024,12,20.96,2,Chocolate
2024,12,19.97,2,"Indian Sauce"
2024,12,15.98,2,Almonds
2024,12,15.96,4,Cauliflower
2024,12,14.86,4,Milk
2024,12,13.58,2,Broccoli
2024,12,12.47,3,"Spinach Bunch"
2024,12,12.38,2,"Mary's Crackers"
2024,12,11.47,3,"Carrots Bulk"
2024,12,11.31,4,Celery
2024,12,11.18,2,"Lentil Soup"
2024,12,9.48,2,"Cottage Cheese"
2024,12,9.06,3,Potatoes
2024,12,8.97,3,Lemons
2024,12,8.95,3,"Green Onions"
2024,12,7.97,3,"Red Bell Pepper"
2024,12,7.38,2,Corn
2024,12,5.19,2,"Green Bell Pepper"
2024,12,4.31,2,Onions
2024,12,3.98,2,"Canned Tomatoes"
2025,1,165.7,8,Bread
2025,1,98.88,2,Blueberries
2025,1,85.56,3,"Cliff Bars"
2025,1,80.52,3,"Amys Lentil Kale"
2025,1,59.97,2,Wine
2025,1,47.45,4,"Grapefruit Juice"
2025,1,45.14,5,Pasta
2025,1,43.34,6,"Salad Dressing"
2025,1,31.97,3,Cheese
2025,1,31.95,4,Avacado
2025,1,29.61,4,"Deli Salad"
2025,1,23.97,2,Almonds
2025,1,22.28,2,Soup
2025,1,19.67,2,Hummus
2025,1,18.97,3,"Baby Spinich Package"
2025,1,15.19,2,Seeds
2025,1,14.58,2,"Pasta Sauce"
2025,1,13.98,2,"Indian Sauce"
2025,1,13.98,2,"Cherry Tomatoes"
2025,1,13.09,2,Cauliflower
2025,1,12.45,2,"Cream Cheese"
2025,1,10.0,2,"Red Bell Pepper"
2025,1,9.47,3,Milk
2025,1,8.0,2,Corn
2025,1,7.61,2,Potatoes
2025,1,6.98,2,Lettuce
2025,1,6.29,2,Celery
2025,1,5.97,3,"Green Onions"
2025,1,5.5,2,Garlic
2025,2,92.91,2,Blueberries
2025,2,31.98,2,Wine
2025,2,31.47,2,"Grapefruit Juice"
2025,2,19.97,3,"Baby Spinich Package"
2025,2,15.0,2,Avacado
2025,2,14.87,3,Milk
2025,2,12.38,2,Cauliflower
2025,2,11.98,2,"Indian Sauce"
2025,2,9.46,2,"Tomatoes on the Vine"
2025,2,7.98,2,Celery
2025,2,3.99,2,Lemons
2025,2,3.97,3,"Green Onions"
2025,2,3.03,2,Onions